time,flux
0,1.0
16,1.0
32,0.9793565860747787
48,0.9793565860747787
64,0.9793565860747787
80,1.0
96,1.0
112,1.0
128,0.9933899708657105
144,0.9793565860747787
160,0.9793565860747787
176,1.0
192,1.0
208,1.0
224,1.0
240,0.9793565860747787
256,0.9793565860747787
272,1.0
288,1.0
304,1.0
320,1.0
336,0.9793565860747787
352,0.9793565860747787
368,1.0
384,1.0
400,1.0
416,1.0
432,0.9793565860747787
448,0.9793565860747787
464,1.0
480,1.0
496,1.0
